0	-0.005
0.14677231	-0.005
0.43730289	-0.005
0.75944134	-0.005
0.99020554	-0.005
1.0501749	-0.005
1.1969472	-0.005
1.4874778	-0.005
1.8096163	-0.005
2.0403805	-0.005
2.1003499	-0.005
2.2118472	-0.005
2.4104314	-0.005
2.5789209	-0.005
2.6254373	-0.005
2.7369347	-0.005
2.9355189	-0.005
3.1040084	-0.005
3.1505248	-0.005
3.2972971	-0.005
3.5878277	-0.005
3.9099661	-0.005
4.1407303	-0.005
4.2006997	-0.005
4.347472	-0.005
4.6380026	-0.005
4.9601411	-0.005
5.1909053	-0.005
5.2508747	-0.005
5.397647	-0.005
5.6881775	-0.005
6.010316	-0.005
6.2410802	-0.005
6.3010496	-0.005
6.4125469	-0.005
6.6111311	-0.005
6.7796206	-0.005
6.826137	-0.005
6.9376344	-0.005
7.1362186	-0.005
7.3047081	-0.005
7.3512245	-0.005
7.4627219	-0.005
7.6613061	-0.005
7.8297955	-0.005
7.876312	-0.005
7.9878093	-0.005
8.1863935	-0.005
8.354883	-0.005
8.4013994	-0.005
8.5481717	-0.005
8.8387023	-0.005
9.1608408	-0.005
9.391605	-0.005
9.4515744	-0.005
9.5983467	-0.005
9.8888773	-0.005
10.211016	-0.005
10.44178	-0.005
10.501749	-0.005
10.648522	-0.005
10.939052	-0.005
11.261191	-0.005
11.491955	-0.005
11.551924	-0.005
11.663422	-0.005
11.862006	-0.005
12.030495	-0.005
12.077012	-0.005
12.188509	-0.005
12.387093	-0.005
12.555583	-0.005
12.602099	-0.005
12.748871	-0.005
13.039402	-0.005
13.36154	-0.005
13.592305	-0.005
13.652274	-0.005
13.799046	-0.005
14.089577	-0.005
14.411715	-0.005
14.64248	-0.005
14.702449	-0.005
14.758198	-0.005
14.85749	-0.005
14.941735	-0.005
14.964993	-0.0049999644
14.977928	0.0019774943
15.00497	0.005
15.038771	0.005
15.070271	0.005
15.091039	0.005
15.096265	0.005
15.1092	0.005
15.136242	0.005
15.170043	0.005
15.201543	0.005
15.222311	0.005
15.227536	0.005
15.339034	0.005
15.537618	0.005
15.706108	0.0049861192
15.752624	-0.005
15.82601	-0.005
15.971275	-0.005
16.132345	-0.005
16.247727	-0.005
16.277711	-0.005
16.314404	-0.005
16.387037	-0.005
16.467572	-0.005
16.525263	-0.0023103274
16.540255	0.005
16.596004	0.005
16.695296	0.005
16.779541	0.005
16.802799	0.005
16.949571	0.005
17.240102	0.005
17.56224	0.005
17.793004	0.005
17.852974	0.005
17.999746	0.005
18.290277	0.005
18.612415	0.005
18.843179	0.005
18.903149	0.005
19.014646	0.005
19.21323	0.005
19.38172	0.005
19.428236	0.005
19.539734	0.005
19.738318	0.005
19.906807	0.005
19.953324	0.005
20.100096	0.005
20.390627	0.005
20.712765	0.005
20.943529	0.005
21.003499	0.005
21.150271	0.005
21.440801	0.005
21.76294	0.005
21.993704	0.005
22.053674	0.005
22.200446	0.005
22.490976	0.005
22.813115	0.005
23.043879	0.005
23.103848	0.005
23.215346	0.005
23.41393	0.005
23.58242	0.005
23.628936	0.005
23.740433	0.005
23.939017	0.005
24.107507	0.005
24.154023	0.005
24.265521	0.005
24.464105	0.005
24.632594	0.005
24.679111	0.005
24.790608	0.005
24.989192	0.005
25.157682	0.005
25.204198	0.005
25.350971	0.005
25.641501	0.005
25.96364	0.005
26.194404	0.005
26.254373	0.005
26.401146	0.005
26.691676	0.005
27.013815	0.005
27.244579	0.005
27.304548	0.005
27.45132	0.005
27.741851	0.005
28.06399	0.005
28.294754	0.005
28.354723	0.005
28.46622	0.005
28.664805	0.005
28.833294	0.005
28.879811	0.005
28.991308	0.005
29.189892	0.005
29.358382	0.005
29.404898	0.005
29.55167	0.005
29.842201	0.005
30.164339	0.005
30.395104	0.005
30.455073	0.005
30.601845	0.005
30.892376	0.005
31.214514	0.005
31.445279	0.005
31.505248	0.005
